feature,importance
ZIP_code_52302.0,0.0
ZIP_code_52317.0,0.0
ZIP_code_52349.0,0.0
ZIP_code_52402.0,0.0
ZIP_code_52403.0,0.0
ZIP_code_52404.0,0.0
ZIP_code_52501.0,0.0
ZIP_code_52544.0,0.0
ZIP_code_52589.0,0.0
ZIP_code_52591.0,0.0
ZIP_code_52601.0,0.0
ZIP_code_52626.0,0.0
ZIP_code_52627.0,0.0
ZIP_code_52632.0,0.0
ZIP_code_52722.0,0.0
ZIP_code_52730.0,0.0
ZIP_code_52732.0,0.0
ZIP_code_52768.0,0.0
ZIP_code_53005.0,0.0
ZIP_code_53022.0,0.0
ZIP_code_53027.0,0.0
ZIP_code_53029.0,0.0
ZIP_code_53045.0,0.0
ZIP_code_53051.0,0.0
ZIP_code_53066.0,0.0
ZIP_code_53072.0,0.0
ZIP_code_53081.0,0.0
ZIP_code_53083.0,0.0
ZIP_code_53089.0,0.0
ZIP_code_53090.0,0.0
ZIP_code_53092.0,0.0
ZIP_code_53094.0,0.0
ZIP_code_53095.0,0.0
ZIP_code_53097.0,0.0
ZIP_code_53103.0,0.0
ZIP_code_53105.0,0.0
ZIP_code_53108.0,0.0
ZIP_code_53110.0,0.0
ZIP_code_53115.0,0.0
ZIP_code_53119.0,0.0
ZIP_code_53132.0,0.0
ZIP_code_53143.0,0.0
ZIP_code_53144.0,0.0
ZIP_code_53147.0,0.0
ZIP_code_53149.0,0.0
ZIP_code_53151.0,0.0
ZIP_code_53154.0,0.0
ZIP_code_53172.0,0.0
ZIP_code_53182.0,0.0
ZIP_code_53183.0,0.0
ZIP_code_53186.0,0.0
ZIP_code_53188.0,0.0
ZIP_code_53202.0,0.0
ZIP_code_53204.0,0.0
ZIP_code_53207.0,0.0
ZIP_code_53208.0,0.0
ZIP_code_53209.0,0.0
ZIP_code_53210.0,0.0
ZIP_code_53211.0,0.0
ZIP_code_53212.0,0.0
ZIP_code_53213.0,0.0
ZIP_code_53214.0,0.0
ZIP_code_53215.0,0.0
ZIP_code_53216.0,0.0
ZIP_code_53217.0,0.0
ZIP_code_53218.0,0.0
ZIP_code_53219.0,0.0
ZIP_code_53220.0,0.0
"Issue_Advertising, marketing or disclosures",0.0
ZIP_code_53222.0,0.0
ZIP_code_53223.0,0.0
ZIP_code_53224.0,0.0
ZIP_code_53225.0,0.0
ZIP_code_53226.0,0.0
ZIP_code_53227.0,0.0
ZIP_code_53234.0,0.0
ZIP_code_53235.0,0.0
ZIP_code_53240.0,0.0
ZIP_code_53402.0,0.0
ZIP_code_53404.0,0.0
ZIP_code_53405.0,0.0
ZIP_code_53406.0,0.0
ZIP_code_53508.0,0.0
ZIP_code_53511.0,0.0
ZIP_code_53520.0,0.0
ZIP_code_53527.0,0.0
ZIP_code_53530.0,0.0
ZIP_code_53531.0,0.0
ZIP_code_53534.0,0.0
ZIP_code_53548.0,0.0
ZIP_code_53551.0,0.0
ZIP_code_53555.0,0.0
ZIP_code_53559.0,0.0
ZIP_code_5356.0,0.0
ZIP_code_53562.0,0.0
ZIP_code_53566.0,0.0
ZIP_code_53576.0,0.0
ZIP_code_53578.0,0.0
ZIP_code_53579.0,0.0
ZIP_code_53590.0,0.0
ZIP_code_53593.0,0.0
ZIP_code_53597.0,0.0
ZIP_code_53703.0,0.0
ZIP_code_53704.0,0.0
ZIP_code_53705.0,0.0
ZIP_code_53711.0,0.0
ZIP_code_53713.0,0.0
Issue_Application processing delay,0.0
ZIP_code_53715.0,0.0
ZIP_code_53716.0,0.0
ZIP_code_53719.0,0.0
ZIP_code_53805.0,0.0
ZIP_code_53925.0,0.0
ZIP_code_53944.0,0.0
ZIP_code_53948.0,0.0
ZIP_code_53949.0,0.0
ZIP_code_53955.0,0.0
ZIP_code_53963.0,0.0
ZIP_code_53965.0,0.0
ZIP_code_54002.0,0.0
ZIP_code_5401.0,0.0
ZIP_code_54017.0,0.0
ZIP_code_54020.0,0.0
ZIP_code_5403.0,0.0
ZIP_code_54114.0,0.0
ZIP_code_54120.0,0.0
ZIP_code_54140.0,0.0
ZIP_code_54143.0,0.0
ZIP_code_54201.0,0.0
ZIP_code_54230.0,0.0
ZIP_code_54235.0,0.0
ZIP_code_54303.0,0.0
Issue_Arbitration,0.0
ZIP_code_54311.0,0.0
ZIP_code_54313.0,0.0
ZIP_code_54403.0,0.0
ZIP_code_5445.0,0.0
ZIP_code_54455.0,0.0
ZIP_code_5446.0,0.0
ZIP_code_54467.0,0.0
ZIP_code_54476.0,0.0
ZIP_code_54481.0,0.0
ZIP_code_54482.0,0.0
ZIP_code_54494.0,0.0
ZIP_code_54514.0,0.0
ZIP_code_5454.0,0.0
ZIP_code_54548.0,0.0
ZIP_code_54568.0,0.0
ZIP_code_54601.0,0.0
ZIP_code_54615.0,0.0
ZIP_code_54650.0,0.0
ZIP_code_54655.0,0.0
ZIP_code_54659.0,0.0
ZIP_code_5468.0,0.0
ZIP_code_54703.0,0.0
ZIP_code_54727.0,0.0
ZIP_code_54729.0,0.0
ZIP_code_54733.0,0.0
ZIP_code_54739.0,0.0
ZIP_code_54755.0,0.0
ZIP_code_54768.0,0.0
ZIP_code_5478.0,0.0
ZIP_code_54806.0,0.0
ZIP_code_54817.0,0.0
ZIP_code_54858.0,0.0
ZIP_code_54864.0,0.0
ZIP_code_54874.0,0.0
ZIP_code_54880.0,0.0
ZIP_code_54902.0,0.0
ZIP_code_54904.0,0.0
ZIP_code_54911.0,0.0
ZIP_code_54914.0,0.0
ZIP_code_54915.0,0.0
ZIP_code_54935.0,0.0
ZIP_code_54943.0,0.0
ZIP_code_54944.0,0.0
ZIP_code_54956.0,0.0
ZIP_code_54957.0,0.0
ZIP_code_54966.0,0.0
ZIP_code_54981.0,0.0
ZIP_code_55006.0,0.0
ZIP_code_55011.0,0.0
ZIP_code_55019.0,0.0
ZIP_code_55020.0,0.0
ZIP_code_55024.0,0.0
ZIP_code_55025.0,0.0
ZIP_code_55032.0,0.0
ZIP_code_55038.0,0.0
ZIP_code_55042.0,0.0
ZIP_code_55071.0,0.0
ZIP_code_55073.0,0.0
ZIP_code_55075.0,0.0
ZIP_code_55079.0,0.0
ZIP_code_55080.0,0.0
ZIP_code_55082.0,0.0
ZIP_code_55092.0,0.0
ZIP_code_55101.0,0.0
ZIP_code_55102.0,0.0
ZIP_code_55103.0,0.0
ZIP_code_55104.0,0.0
ZIP_code_55105.0,0.0
ZIP_code_55106.0,0.0
ZIP_code_55107.0,0.0
ZIP_code_55109.0,0.0
ZIP_code_55110.0,0.0
ZIP_code_55114.0,0.0
ZIP_code_55117.0,0.0
ZIP_code_55118.0,0.0
ZIP_code_55119.0,0.0
ZIP_code_55120.0,0.0
ZIP_code_55122.0,0.0
ZIP_code_55123.0,0.0
ZIP_code_55124.0,0.0
ZIP_code_55125.0,0.0
ZIP_code_55126.0,0.0
ZIP_code_55127.0,0.0
ZIP_code_55128.0,0.0
ZIP_code_55303.0,0.0
ZIP_code_55304.0,0.0
ZIP_code_55305.0,0.0
ZIP_code_55306.0,0.0
ZIP_code_55307.0,0.0
ZIP_code_55311.0,0.0
ZIP_code_55313.0,0.0
ZIP_code_55316.0,0.0
ZIP_code_55317.0,0.0
ZIP_code_55322.0,0.0
ZIP_code_55325.0,0.0
ZIP_code_55330.0,0.0
ZIP_code_55331.0,0.0
ZIP_code_55336.0,0.0
ZIP_code_55337.0,0.0
ZIP_code_55343.0,0.0
ZIP_code_55344.0,0.0
ZIP_code_55345.0,0.0
ZIP_code_55353.0,0.0
ZIP_code_55355.0,0.0
ZIP_code_55362.0,0.0
ZIP_code_55363.0,0.0
ZIP_code_55364.0,0.0
ZIP_code_55369.0,0.0
ZIP_code_55371.0,0.0
ZIP_code_55372.0,0.0
ZIP_code_55374.0,0.0
ZIP_code_55376.0,0.0
ZIP_code_55378.0,0.0
ZIP_code_55379.0,0.0
ZIP_code_55385.0,0.0
ZIP_code_55388.0,0.0
ZIP_code_55404.0,0.0
ZIP_code_55405.0,0.0
ZIP_code_55406.0,0.0
ZIP_code_55407.0,0.0
ZIP_code_55408.0,0.0
ZIP_code_55409.0,0.0
ZIP_code_55411.0,0.0
ZIP_code_55412.0,0.0
ZIP_code_55416.0,0.0
ZIP_code_55417.0,0.0
ZIP_code_55418.0,0.0
ZIP_code_55420.0,0.0
ZIP_code_55421.0,0.0
ZIP_code_55423.0,0.0
ZIP_code_55426.0,0.0
ZIP_code_55427.0,0.0
ZIP_code_55428.0,0.0
ZIP_code_55431.0,0.0
ZIP_code_55432.0,0.0
ZIP_code_55434.0,0.0
ZIP_code_55436.0,0.0
ZIP_code_55437.0,0.0
ZIP_code_55438.0,0.0
ZIP_code_55439.0,0.0
ZIP_code_55441.0,0.0
ZIP_code_55444.0,0.0
ZIP_code_55446.0,0.0
ZIP_code_55767.0,0.0
ZIP_code_55803.0,0.0
ZIP_code_55811.0,0.0
ZIP_code_55812.0,0.0
ZIP_code_55901.0,0.0
ZIP_code_55902.0,0.0
ZIP_code_55912.0,0.0
ZIP_code_55917.0,0.0
ZIP_code_55934.0,0.0
ZIP_code_55941.0,0.0
ZIP_code_55945.0,0.0
ZIP_code_55947.0,0.0
ZIP_code_55987.0,0.0
ZIP_code_56003.0,0.0
ZIP_code_56011.0,0.0
ZIP_code_5602.0,0.0
ZIP_code_56073.0,0.0
ZIP_code_56096.0,0.0
ZIP_code_56172.0,0.0
ZIP_code_56201.0,0.0
ZIP_code_56245.0,0.0
ZIP_code_56301.0,0.0
ZIP_code_56304.0,0.0
ZIP_code_56307.0,0.0
ZIP_code_56308.0,0.0
ZIP_code_56319.0,0.0
ZIP_code_56320.0,0.0
ZIP_code_56329.0,0.0
ZIP_code_56360.0,0.0
ZIP_code_56377.0,0.0
ZIP_code_56381.0,0.0
ZIP_code_56382.0,0.0
ZIP_code_5641.0,0.0
ZIP_code_56425.0,0.0
ZIP_code_56431.0,0.0
ZIP_code_56482.0,0.0
ZIP_code_56501.0,0.0
ZIP_code_5656.0,0.0
ZIP_code_56560.0,0.0
ZIP_code_56571.0,0.0
ZIP_code_5658.0,0.0
ZIP_code_56601.0,0.0
ZIP_code_5661.0,0.0
ZIP_code_56628.0,0.0
ZIP_code_56678.0,0.0
ZIP_code_56715.0,0.0
ZIP_code_5676.0,0.0
ZIP_code_57005.0,0.0
ZIP_code_5701.0,0.0
ZIP_code_57077.0,0.0
ZIP_code_57078.0,0.0
ZIP_code_57103.0,0.0
ZIP_code_57104.0,0.0
ZIP_code_57105.0,0.0
ZIP_code_57106.0,0.0
ZIP_code_57108.0,0.0
ZIP_code_57110.0,0.0
ZIP_code_57186.0,0.0
ZIP_code_57201.0,0.0
ZIP_code_57234.0,0.0
ZIP_code_57301.0,0.0
ZIP_code_57350.0,0.0
ZIP_code_57376.0,0.0
ZIP_code_57380.0,0.0
ZIP_code_57401.0,0.0
ZIP_code_57402.0,0.0
ZIP_code_5743.0,0.0
ZIP_code_57430.0,0.0
ZIP_code_57469.0,0.0
ZIP_code_57501.0,0.0
ZIP_code_57532.0,0.0
ZIP_code_5757.0,0.0
ZIP_code_57701.0,0.0
ZIP_code_57703.0,0.0
ZIP_code_57719.0,0.0
ZIP_code_57783.0,0.0
ZIP_code_58036.0,0.0
ZIP_code_58078.0,0.0
ZIP_code_58102.0,0.0
ZIP_code_58103.0,0.0
ZIP_code_58104.0,0.0
ZIP_code_58106.0,0.0
ZIP_code_5819.0,0.0
ZIP_code_58201.0,0.0
ZIP_code_58237.0,0.0
ZIP_code_58316.0,0.0
ZIP_code_58329.0,0.0
ZIP_code_58356.0,0.0
ZIP_code_58501.0,0.0
ZIP_code_58554.0,0.0
ZIP_code_58565.0,0.0
ZIP_code_5859.0,0.0
ZIP_code_58703.0,0.0
ZIP_code_58704.0,0.0
ZIP_code_58722.0,0.0
ZIP_code_58852.0,0.0
ZIP_code_59047.0,0.0
ZIP_code_59050.0,0.0
ZIP_code_59101.0,0.0
ZIP_code_59102.0,0.0
ZIP_code_59255.0,0.0
ZIP_code_59330.0,0.0
ZIP_code_59417.0,0.0
ZIP_code_59601.0,0.0
ZIP_code_59602.0,0.0
ZIP_code_59624.0,0.0
ZIP_code_59632.0,0.0
ZIP_code_59638.0,0.0
ZIP_code_59715.0,0.0
ZIP_code_59718.0,0.0
ZIP_code_59719.0,0.0
ZIP_code_59741.0,0.0
ZIP_code_59801.0,0.0
ZIP_code_59803.0,0.0
ZIP_code_59806.0,0.0
ZIP_code_59833.0,0.0
ZIP_code_59837.0,0.0
ZIP_code_59860.0,0.0
ZIP_code_59870.0,0.0
Issue_Balance transfer fee,0.0
ZIP_code_60002.0,0.0
ZIP_code_60004.0,0.0
ZIP_code_60005.0,0.0
ZIP_code_60006.0,0.0
ZIP_code_60007.0,0.0
ZIP_code_60008.0,0.0
ZIP_code_60010.0,0.0
ZIP_code_60013.0,0.0
ZIP_code_60014.0,0.0
ZIP_code_60015.0,0.0
ZIP_code_60016.0,0.0
ZIP_code_6002.0,0.0
ZIP_code_60021.0,0.0
ZIP_code_60025.0,0.0
ZIP_code_60030.0,0.0
ZIP_code_60031.0,0.0
ZIP_code_60033.0,0.0
ZIP_code_60035.0,0.0
ZIP_code_60042.0,0.0
ZIP_code_60044.0,0.0
ZIP_code_60045.0,0.0
ZIP_code_60048.0,0.0
ZIP_code_60050.0,0.0
ZIP_code_60053.0,0.0
ZIP_code_60056.0,0.0
ZIP_code_60061.0,0.0
ZIP_code_60062.0,0.0
ZIP_code_60064.0,0.0
ZIP_code_60067.0,0.0
ZIP_code_60068.0,0.0
ZIP_code_60070.0,0.0
ZIP_code_60071.0,0.0
ZIP_code_60073.0,0.0
ZIP_code_60074.0,0.0
ZIP_code_60077.0,0.0
ZIP_code_60079.0,0.0
ZIP_code_60084.0,0.0
ZIP_code_60085.0,0.0
ZIP_code_60087.0,0.0
ZIP_code_60089.0,0.0
Issue_Bankruptcy,0.0
ZIP_code_60091.0,0.0
ZIP_code_60093.0,0.0
ZIP_code_60096.0,0.0
ZIP_code_60097.0,0.0
ZIP_code_60099.0,0.0
ZIP_code_601.0,0.0
ZIP_code_6010.0,0.0
ZIP_code_60102.0,0.0
ZIP_code_60103.0,0.0
ZIP_code_60104.0,0.0
ZIP_code_60106.0,0.0
ZIP_code_60107.0,0.0
ZIP_code_60108.0,0.0
ZIP_code_60110.0,0.0
ZIP_code_60115.0,0.0
ZIP_code_60119.0,0.0
ZIP_code_60120.0,0.0
ZIP_code_60123.0,0.0
ZIP_code_60124.0,0.0
ZIP_code_60126.0,0.0
ZIP_code_60130.0,0.0
ZIP_code_60131.0,0.0
ZIP_code_60133.0,0.0
ZIP_code_60134.0,0.0
ZIP_code_60135.0,0.0
ZIP_code_60136.0,0.0
ZIP_code_60137.0,0.0
ZIP_code_60138.0,0.0
ZIP_code_60139.0,0.0
ZIP_code_60143.0,0.0
ZIP_code_60146.0,0.0
ZIP_code_60148.0,0.0
ZIP_code_60151.0,0.0
ZIP_code_60153.0,0.0
ZIP_code_60154.0,0.0
ZIP_code_60155.0,0.0
ZIP_code_60156.0,0.0
ZIP_code_60169.0,0.0
ZIP_code_60171.0,0.0
ZIP_code_60173.0,0.0
ZIP_code_60174.0,0.0
ZIP_code_60175.0,0.0
ZIP_code_60177.0,0.0
ZIP_code_60181.0,0.0
ZIP_code_60185.0,0.0
ZIP_code_60187.0,0.0
ZIP_code_60188.0,0.0
ZIP_code_60189.0,0.0
ZIP_code_60190.0,0.0
ZIP_code_60192.0,0.0
ZIP_code_60193.0,0.0
ZIP_code_60194.0,0.0
ZIP_code_60201.0,0.0
ZIP_code_60202.0,0.0
ZIP_code_60204.0,0.0
ZIP_code_60207.0,0.0
ZIP_code_603.0,0.0
ZIP_code_60302.0,0.0
ZIP_code_6032.0,0.0
ZIP_code_6033.0,0.0
ZIP_code_604.0,0.0
ZIP_code_6040.0,0.0
ZIP_code_60402.0,0.0
ZIP_code_60403.0,0.0
ZIP_code_60404.0,0.0
ZIP_code_60406.0,0.0
ZIP_code_60409.0,0.0
Issue_Can't stop charges to bank account,0.0
ZIP_code_60415.0,0.0
ZIP_code_60419.0,0.0
ZIP_code_60422.0,0.0
ZIP_code_60423.0,0.0
ZIP_code_60426.0,0.0
ZIP_code_60430.0,0.0
ZIP_code_60431.0,0.0
ZIP_code_60434.0,0.0
Issue_Cash advance,0.0
ZIP_code_60438.0,0.0
ZIP_code_60440.0,0.0
ZIP_code_60441.0,0.0
ZIP_code_60443.0,0.0
Issue_Cash advance fee,0.0
ZIP_code_60446.0,0.0
ZIP_code_60447.0,0.0
ZIP_code_60448.0,0.0
ZIP_code_60452.0,0.0
ZIP_code_60453.0,0.0
Issue_Convenience checks,0.0
ZIP_code_60461.0,0.0
ZIP_code_60462.0,0.0
ZIP_code_60463.0,0.0
Issue_Customer service/Customer relations,0.0
ZIP_code_60467.0,0.0
ZIP_code_60471.0,0.0
ZIP_code_60473.0,0.0
ZIP_code_60476.0,0.0
ZIP_code_60477.0,0.0
ZIP_code_60478.0,0.0
ZIP_code_60484.0,0.0
ZIP_code_60487.0,0.0
ZIP_code_60490.0,0.0
ZIP_code_60491.0,0.0
ZIP_code_60502.0,0.0
ZIP_code_60503.0,0.0
ZIP_code_60504.0,0.0
ZIP_code_60505.0,0.0
ZIP_code_60507.0,0.0
ZIP_code_60510.0,0.0
ZIP_code_60515.0,0.0
ZIP_code_60516.0,0.0
ZIP_code_60517.0,0.0
ZIP_code_60520.0,0.0
ZIP_code_60523.0,0.0
ZIP_code_60527.0,0.0
ZIP_code_60532.0,0.0
ZIP_code_60538.0,0.0
ZIP_code_60540.0,0.0
ZIP_code_60542.0,0.0
Issue_Disclosures,0.0
ZIP_code_60554.0,0.0
ZIP_code_60559.0,0.0
ZIP_code_60560.0,0.0
ZIP_code_60561.0,0.0
ZIP_code_60563.0,0.0
ZIP_code_60564.0,0.0
ZIP_code_60565.0,0.0
ZIP_code_60585.0,0.0
ZIP_code_60586.0,0.0
ZIP_code_60598.0,0.0
ZIP_code_60601.0,0.0
ZIP_code_60602.0,0.0
ZIP_code_60604.0,0.0
ZIP_code_60607.0,0.0
ZIP_code_60608.0,0.0
ZIP_code_60609.0,0.0
ZIP_code_60610.0,0.0
Issue_Fees,0.0
ZIP_code_60612.0,0.0
Issue_Incorrect exchange rate,0.0
ZIP_code_60614.0,0.0
ZIP_code_60615.0,0.0
ZIP_code_60616.0,0.0
ZIP_code_60617.0,0.0
Issue_Lender damaged or destroyed vehicle,0.0
ZIP_code_60619.0,0.0
ZIP_code_6062.0,0.0
ZIP_code_60620.0,0.0
ZIP_code_60621.0,0.0
ZIP_code_60622.0,0.0
ZIP_code_60623.0,0.0
ZIP_code_60624.0,0.0
ZIP_code_60625.0,0.0
ZIP_code_60626.0,0.0
ZIP_code_60628.0,0.0
ZIP_code_60629.0,0.0
ZIP_code_60630.0,0.0
ZIP_code_60631.0,0.0
ZIP_code_60632.0,0.0
ZIP_code_60633.0,0.0
ZIP_code_60634.0,0.0
ZIP_code_60636.0,0.0
ZIP_code_60637.0,0.0
ZIP_code_60638.0,0.0
ZIP_code_60639.0,0.0
Issue_Lender repossessed or sold the vehicle,0.0
Issue_Lost or stolen check,0.0
ZIP_code_60642.0,0.0
Issue_Lost or stolen money order,0.0
ZIP_code_60644.0,0.0
ZIP_code_60645.0,0.0
ZIP_code_60646.0,0.0
ZIP_code_60647.0,0.0
ZIP_code_60649.0,0.0
ZIP_code_60651.0,0.0
ZIP_code_60652.0,0.0
ZIP_code_60653.0,0.0
ZIP_code_60654.0,0.0
ZIP_code_60655.0,0.0
ZIP_code_60656.0,0.0
"Issue_Managing, opening, or closing account",0.0
ZIP_code_60659.0,0.0
ZIP_code_6066.0,0.0
ZIP_code_60660.0,0.0
ZIP_code_60661.0,0.0
ZIP_code_60680.0,0.0
ZIP_code_60690.0,0.0
ZIP_code_6070.0,0.0
ZIP_code_60706.0,0.0
ZIP_code_60707.0,0.0
ZIP_code_60712.0,0.0
ZIP_code_60714.0,0.0
ZIP_code_6074.0,0.0
ZIP_code_6076.0,0.0
ZIP_code_60803.0,0.0
ZIP_code_60804.0,0.0
ZIP_code_60805.0,0.0
ZIP_code_6082.0,0.0
ZIP_code_60827.0,0.0
ZIP_code_609.0,0.0
ZIP_code_60914.0,0.0
ZIP_code_60940.0,0.0
ZIP_code_6095.0,0.0
ZIP_code_61008.0,0.0
ZIP_code_61012.0,0.0
ZIP_code_61024.0,0.0
ZIP_code_61032.0,0.0
ZIP_code_61048.0,0.0
ZIP_code_6105.0,0.0
ZIP_code_6106.0,0.0
ZIP_code_61061.0,0.0
ZIP_code_61063.0,0.0
ZIP_code_61065.0,0.0
ZIP_code_61073.0,0.0
ZIP_code_6108.0,0.0
ZIP_code_61081.0,0.0
ZIP_code_61088.0,0.0
Issue_Other transaction issues,0.0
ZIP_code_6110.0,0.0
ZIP_code_61101.0,0.0
ZIP_code_61103.0,0.0
ZIP_code_61104.0,0.0
ZIP_code_61108.0,0.0
ZIP_code_6111.0,0.0
ZIP_code_61114.0,0.0
ZIP_code_6112.0,0.0
ZIP_code_6114.0,0.0
ZIP_code_6117.0,0.0
ZIP_code_6119.0,0.0
ZIP_code_61350.0,0.0
ZIP_code_61401.0,0.0
ZIP_code_6141.0,0.0
ZIP_code_61443.0,0.0
ZIP_code_61491.0,0.0
ZIP_code_61550.0,0.0
ZIP_code_61554.0,0.0
ZIP_code_61565.0,0.0
ZIP_code_61570.0,0.0
ZIP_code_61604.0,0.0
ZIP_code_61611.0,0.0
ZIP_code_61614.0,0.0
ZIP_code_61615.0,0.0
ZIP_code_61701.0,0.0
"Issue_Overdraft, savings or rewards features",0.0
ZIP_code_61760.0,0.0
ZIP_code_61761.0,0.0
ZIP_code_61801.0,0.0
ZIP_code_61822.0,0.0
ZIP_code_61832.0,0.0
ZIP_code_61866.0,0.0
ZIP_code_61917.0,0.0
ZIP_code_61920.0,0.0
ZIP_code_61951.0,0.0
ZIP_code_62002.0,0.0
ZIP_code_62010.0,0.0
ZIP_code_62025.0,0.0
ZIP_code_62028.0,0.0
ZIP_code_62035.0,0.0
ZIP_code_62203.0,0.0
ZIP_code_62207.0,0.0
ZIP_code_62220.0,0.0
ZIP_code_62221.0,0.0
ZIP_code_62231.0,0.0
ZIP_code_62236.0,0.0
ZIP_code_62249.0,0.0
ZIP_code_62257.0,0.0
ZIP_code_6226.0,0.0
ZIP_code_62260.0,0.0
ZIP_code_62269.0,0.0
ZIP_code_62278.0,0.0
ZIP_code_62285.0,0.0
ZIP_code_62298.0,0.0
ZIP_code_62312.0,0.0
ZIP_code_6232.0,0.0
ZIP_code_62321.0,0.0
ZIP_code_6234.0,0.0
ZIP_code_62354.0,0.0
ZIP_code_6237.0,0.0
ZIP_code_62376.0,0.0
ZIP_code_6241.0,0.0
ZIP_code_62454.0,0.0
ZIP_code_62473.0,0.0
ZIP_code_6255.0,0.0
ZIP_code_62568.0,0.0
ZIP_code_6260.0,0.0
ZIP_code_62613.0,0.0
ZIP_code_62615.0,0.0
ZIP_code_62644.0,0.0
ZIP_code_62650.0,0.0
ZIP_code_62656.0,0.0
ZIP_code_6268.0,0.0
ZIP_code_62684.0,0.0
ZIP_code_62702.0,0.0
ZIP_code_62704.0,0.0
ZIP_code_62712.0,0.0
ZIP_code_6280.0,0.0
ZIP_code_62801.0,0.0
ZIP_code_6281.0,0.0
ZIP_code_62864.0,0.0
ZIP_code_62872.0,0.0
ZIP_code_62930.0,0.0
ZIP_code_62951.0,0.0
ZIP_code_62959.0,0.0
ZIP_code_62964.0,0.0
ZIP_code_63005.0,0.0
ZIP_code_63010.0,0.0
ZIP_code_63011.0,0.0
ZIP_code_63012.0,0.0
ZIP_code_63017.0,0.0
ZIP_code_63019.0,0.0
ZIP_code_63020.0,0.0
ZIP_code_63021.0,0.0
ZIP_code_63025.0,0.0
ZIP_code_63026.0,0.0
ZIP_code_63028.0,0.0
ZIP_code_63031.0,0.0
ZIP_code_63033.0,0.0
ZIP_code_63034.0,0.0
ZIP_code_63040.0,0.0
ZIP_code_63042.0,0.0
ZIP_code_63043.0,0.0
ZIP_code_63044.0,0.0
ZIP_code_63049.0,0.0
ZIP_code_63074.0,0.0
ZIP_code_63084.0,0.0
ZIP_code_63089.0,0.0
ZIP_code_63090.0,0.0
ZIP_code_63101.0,0.0
ZIP_code_63104.0,0.0
ZIP_code_63107.0,0.0
ZIP_code_63108.0,0.0
ZIP_code_63109.0,0.0
ZIP_code_63110.0,0.0
ZIP_code_63111.0,0.0
ZIP_code_63113.0,0.0
Issue_Overlimit fee,0.0
ZIP_code_63115.0,0.0
ZIP_code_63116.0,0.0
ZIP_code_63118.0,0.0
ZIP_code_63119.0,0.0
ZIP_code_63121.0,0.0
ZIP_code_63122.0,0.0
ZIP_code_63123.0,0.0
ZIP_code_63124.0,0.0
Issue_Payment to acct not credited,0.0
ZIP_code_63128.0,0.0
ZIP_code_63129.0,0.0
ZIP_code_63130.0,0.0
ZIP_code_63131.0,0.0
ZIP_code_63132.0,0.0
ZIP_code_63134.0,0.0
ZIP_code_63135.0,0.0
ZIP_code_63136.0,0.0
ZIP_code_63137.0,0.0
ZIP_code_63138.0,0.0
ZIP_code_63139.0,0.0
ZIP_code_63141.0,0.0
ZIP_code_63143.0,0.0
ZIP_code_63144.0,0.0
ZIP_code_63146.0,0.0
ZIP_code_63178.0,0.0
ZIP_code_63301.0,0.0
Issue_Problems caused by my funds being low,0.0
ZIP_code_63363.0,0.0
ZIP_code_63366.0,0.0
ZIP_code_63367.0,0.0
ZIP_code_63368.0,0.0
ZIP_code_63369.0,0.0
ZIP_code_63376.0,0.0
ZIP_code_63377.0,0.0
ZIP_code_63379.0,0.0
ZIP_code_63385.0,0.0
ZIP_code_63389.0,0.0
ZIP_code_63448.0,0.0
ZIP_code_63565.0,0.0
ZIP_code_63640.0,0.0
ZIP_code_63660.0,0.0
ZIP_code_63701.0,0.0
ZIP_code_63755.0,0.0
ZIP_code_63801.0,0.0
ZIP_code_63841.0,0.0
ZIP_code_63944.0,0.0
ZIP_code_63967.0,0.0
ZIP_code_6401.0,0.0
ZIP_code_64012.0,0.0
ZIP_code_64013.0,0.0
ZIP_code_64014.0,0.0
ZIP_code_64029.0,0.0
ZIP_code_6403.0,0.0
ZIP_code_64030.0,0.0
ZIP_code_64052.0,0.0
ZIP_code_64055.0,0.0
ZIP_code_64063.0,0.0
ZIP_code_64068.0,0.0
ZIP_code_64079.0,0.0
Issue_Rewards,0.0
ZIP_code_64083.0,0.0
ZIP_code_64085.0,0.0
ZIP_code_64086.0,0.0
ZIP_code_64089.0,0.0
ZIP_code_64093.0,0.0
ZIP_code_6410.0,0.0
ZIP_code_64108.0,0.0
ZIP_code_64110.0,0.0
ZIP_code_64111.0,0.0
ZIP_code_64112.0,0.0
ZIP_code_64113.0,0.0
ZIP_code_64114.0,0.0
ZIP_code_64118.0,0.0
ZIP_code_64119.0,0.0
ZIP_code_6412.0,0.0
ZIP_code_64123.0,0.0
ZIP_code_64124.0,0.0
ZIP_code_64129.0,0.0
ZIP_code_6413.0,0.0
ZIP_code_64130.0,0.0
ZIP_code_64131.0,0.0
ZIP_code_64132.0,0.0
ZIP_code_64133.0,0.0
ZIP_code_64134.0,0.0
ZIP_code_64138.0,0.0
ZIP_code_64145.0,0.0
ZIP_code_64152.0,0.0
ZIP_code_64153.0,0.0
ZIP_code_64154.0,0.0
ZIP_code_64157.0,0.0
ZIP_code_64158.0,0.0
ZIP_code_6418.0,0.0
ZIP_code_6423.0,0.0
ZIP_code_6437.0,0.0
Issue_Shopping for a line of credit,0.0
ZIP_code_6450.0,0.0
Issue_Transaction issue,0.0
ZIP_code_64507.0,0.0
ZIP_code_6451.0,0.0
ZIP_code_6457.0,0.0
